Date,High,Low,Open,Close,Volume,Adj Close,100ma
2011-04-11,26.530000686645508,25.020000457763672,26.469999313354492,25.270000457763672,1369400,25.270000457763672,26.51319995880127
2011-04-12,25.209999084472656,24.299999237060547,25.079999923706055,24.649999618530273,1357400,24.649999618530273,26.46479995727539
2011-04-13,25.690000534057617,24.809999465942383,25.1299991607666,24.93000030517578,1211500,24.93000030517578,26.415199966430663
2011-04-14,25.280000686645508,24.200000762939453,24.8700008392334,25.139999389648438,983400,25.139999389648438,26.356699962615966
2011-04-15,26.18000030517578,25.40999984741211,25.649999618530273,25.579999923706055,943500,25.579999923706055,26.278499946594238
2011-04-18,25.6200008392334,24.360000610351562,25.1299991607666,25.030000686645508,1033900,25.030000686645508,26.18309995651245
2011-04-19,25.260000228881836,24.649999618530273,25.260000228881836,25.15999984741211,548700,25.15999984741211,26.07999994277954
2011-04-20,26.09000015258789,25.299999237060547,25.700000762939453,25.75,837200,25.75,25.9842999458313
2011-04-21,26.979999542236328,25.59000015258789,25.850000381469727,26.739999771118164,1386100,26.739999771118164,25.908399925231933
2011-04-25,26.729999542236328,25.969999313354492,26.700000762939453,26.389999389648438,800900,26.389999389648438,25.81899990081787
2011-04-26,27.25,26.309999465942383,26.65999984741211,26.93000030517578,1400000,26.93000030517578,25.74479991912842
2011-04-27,27.360000610351562,26.6299991607666,26.93000030517578,27.079999923706055,996900,27.079999923706055,25.692099933624267
2011-04-28,27.690000534057617,26.719999313354492,27.06999969482422,27.65999984741211,1600000,27.65999984741211,25.65379993438721
2011-04-29,27.8700008392334,27.420000076293945,27.690000534057617,27.600000381469727,726000,27.600000381469727,25.62669994354248
2011-05-02,27.799999237060547,27.059999465942383,27.600000381469727,27.450000762939453,784600,27.450000762939453,25.58559995651245
2011-05-03,27.389999389648438,26.5,27.3799991607666,26.8700008392334,913900,26.8700008392334,25.530599975585936
2011-05-04,27.0,25.75,26.780000686645508,26.690000534057617,1044500,26.690000534057617,25.476999988555907
2011-05-05,27.440000534057617,26.170000076293945,27.200000762939453,26.440000534057617,1218500,26.440000534057617,25.426199989318846
2011-05-06,27.700000762939453,26.6200008392334,26.899999618530273,27.1200008392334,981700,27.1200008392334,25.391900005340577
2011-05-09,28.0,26.850000381469727,27.0,27.90999984741211,916400,27.90999984741211,25.385699996948244
2011-05-10,28.950000762939453,27.90999984741211,28.239999771118164,28.329999923706055,1535300,28.329999923706055,25.372999992370605
2011-05-11,28.299999237060547,26.920000076293945,28.200000762939453,27.06999969482422,962500,27.06999969482422,25.335599994659425
2011-05-12,27.739999771118164,26.649999618530273,27.06999969482422,27.670000076293945,628000,27.670000076293945,25.29869998931885
2011-05-13,28.190000534057617,27.299999237060547,28.0,27.549999237060547,661500,27.549999237060547,25.257199974060057
2011-05-16,27.989999771118164,26.549999237060547,27.989999771118164,26.600000381469727,755700,26.600000381469727,25.200599994659424
2011-05-17,27.0,25.719999313354492,27.0,25.959999084472656,1234200,25.959999084472656,25.133899974823
2011-05-18,26.469999313354492,25.520000457763672,26.100000381469727,26.350000381469727,729500,26.350000381469727,25.096499977111815
2011-05-19,28.440000534057617,26.600000381469727,27.030000686645508,28.200000762939453,2655100,28.200000762939453,25.122999992370605
2011-05-20,28.280000686645508,27.350000381469727,28.260000228881836,27.969999313354492,842500,27.969999313354492,25.13859998703003
2011-05-23,27.6200008392334,26.6200008392334,27.6200008392334,26.81999969482422,863600,26.81999969482422,25.129499988555906
2011-05-24,27.5,26.600000381469727,27.020000457763672,26.719999313354492,613700,26.719999313354492,25.131699981689454
2011-05-25,29.010000228881836,26.170000076293945,26.899999618530273,28.979999542236328,4693100,28.979999542236328,25.15519998550415
2011-05-26,29.760000228881836,28.100000381469727,28.81999969482422,29.479999542236328,3336900,29.479999542236328,25.183799972534178
2011-05-27,29.670000076293945,28.81999969482422,29.540000915527344,29.549999237060547,1687100,29.549999237060547,25.212599964141845
2011-05-31,30.280000686645508,29.549999237060547,29.690000534057617,30.139999389648438,3290500,30.139999389648438,25.245699958801268
2011-06-01,30.100000381469727,28.3799991607666,30.0,28.520000457763672,1529900,28.520000457763672,25.25209997177124
2011-06-02,29.31999969482422,28.510000228881836,28.520000457763672,28.760000228881836,986300,28.760000228881836,25.257299976348875
2011-06-03,31.5,29.5,29.950000762939453,30.1299991607666,6209200,30.1299991607666,25.27409996032715
2011-06-06,30.1299991607666,28.260000228881836,30.100000381469727,28.700000762939453,2331100,28.700000762939453,25.291499977111815
2011-06-07,29.389999389648438,28.260000228881836,28.940000534057617,28.3700008392334,1222100,28.3700008392334,25.305599994659424
2011-06-08,28.600000381469727,27.020000457763672,28.440000534057617,27.1200008392334,1695900,27.1200008392334,25.314600009918212
2011-06-09,28.100000381469727,27.100000381469727,27.43000030517578,27.6200008392334,1603200,27.6200008392334,25.333300018310545
2011-06-10,28.299999237060547,27.350000381469727,27.520000457763672,27.860000610351562,1566600,27.860000610351562,25.35550003051758
2011-06-13,28.8799991607666,27.8799991607666,28.06999969482422,28.43000030517578,1713400,28.43000030517578,25.39950002670288
2011-06-14,29.700000762939453,28.520000457763672,28.540000915527344,28.600000381469727,1573400,28.600000381469727,25.459300022125245
2011-06-15,28.450000762939453,27.06999969482422,28.440000534057617,27.31999969482422,1345000,27.31999969482422,25.502100009918212
2011-06-16,28.0,25.739999771118164,27.670000076293945,26.5,1842200,26.5,25.52220001220703
2011-06-17,27.700000762939453,26.139999389648438,26.8700008392334,26.5,1714000,26.5,25.540400009155274
2011-06-20,26.459999084472656,25.5,26.290000915527344,26.010000228881836,1537800,26.010000228881836,25.55300001144409
2011-06-21,27.729999542236328,26.0,26.239999771118164,27.530000686645508,1496000,27.530000686645508,25.579100017547606
2011-06-22,28.25,27.100000381469727,27.3700008392334,27.209999084472656,1475600,27.209999084472656,25.611100006103516
2011-06-23,27.719999313354492,26.209999084472656,27.200000762939453,27.709999084472656,1170000,27.709999084472656,25.647199993133544
2011-06-24,27.969999313354492,27.260000228881836,27.639999389648438,27.56999969482422,3608500,27.56999969482422,25.683799991607668
2011-06-27,28.280000686645508,27.309999465942383,27.729999542236328,27.459999084472656,1809400,27.459999084472656,25.718999977111817
2011-06-28,28.25,27.670000076293945,27.790000915527344,28.110000610351562,889200,28.110000610351562,25.763799991607666
2011-06-29,29.09000015258789,28.06999969482422,28.5,28.290000915527344,1461800,28.290000915527344,25.81210000991821
2011-06-30,29.329999923706055,28.399999618530273,28.5,29.1299991607666,946700,29.1299991607666,25.872700004577638
2011-07-01,29.600000381469727,28.799999237060547,29.06999969482422,29.020000457763672,854900,29.020000457763672,25.918000011444093
2011-07-05,29.520000457763672,28.709999084472656,29.020000457763672,29.139999389648438,996000,29.139999389648438,25.97730001449585
2011-07-06,29.139999389648438,28.549999237060547,29.139999389648438,28.959999084472656,926900,28.959999084472656,26.034700012207033
2011-07-07,30.0,29.010000228881836,29.139999389648438,29.729999542236328,1327900,29.729999542236328,26.099500007629395
2011-07-08,29.889999389648438,28.59000015258789,29.889999389648438,28.809999465942383,1240600,28.809999465942383,26.156800003051757
2011-07-11,28.530000686645508,28.0,28.399999618530273,28.350000381469727,975800,28.350000381469727,26.211900005340578
2011-07-12,29.09000015258789,28.0,28.3700008392334,28.170000076293945,1045400,28.170000076293945,26.246300010681153
2011-07-13,29.030000686645508,27.899999618530273,28.43000030517578,28.639999389648438,1066000,28.639999389648438,26.29670000076294
2011-07-14,28.959999084472656,27.25,28.530000686645508,27.610000610351562,1159000,27.610000610351562,26.3410000038147
2011-07-15,27.829999923706055,27.399999618530273,27.790000915527344,27.579999923706055,709000,27.579999923706055,26.398099994659425
2011-07-18,27.450000762939453,26.6299991607666,27.34000015258789,27.229999542236328,851900,27.229999542236328,26.452099990844726
2011-07-19,28.110000610351562,27.540000915527344,27.579999923706055,27.889999389648438,1026100,27.889999389648438,26.505699977874755
2011-07-20,30.440000534057617,27.799999237060547,28.0,28.690000534057617,3048300,28.690000534057617,26.556499977111816
2011-07-21,29.15999984741211,28.100000381469727,28.90999984741211,28.700000762939453,1011500,28.700000762939453,26.604599990844726
2011-07-22,29.540000915527344,28.549999237060547,28.700000762939453,29.290000915527344,583500,29.290000915527344,26.658099994659423
2011-07-25,29.25,28.440000534057617,29.010000228881836,28.489999771118164,673300,28.489999771118164,26.702799987792968
2011-07-26,28.770000457763672,27.969999313354492,28.309999465942383,28.0,760600,28.0,26.739199981689453
2011-07-27,28.5,27.510000228881836,28.5,27.639999389648438,958500,27.639999389648438,26.766099967956542
2011-07-28,28.549999237060547,27.540000915527344,27.600000381469727,28.170000076293945,938700,28.170000076293945,26.798399963378905
2011-07-29,28.399999618530273,27.5,27.799999237060547,28.170000076293945,948200,28.170000076293945,26.833499965667723
